Table 1
Engagement metrics for individual posts. Created date indicates when your post was created. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views,Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"Announcing yaml12: High-Performance YAML 1.2 Parsing for R and Python

We are pleased to announce the release of yaml12 (for R) and py-yaml12 (for Python), two new packages designed to provide predictable, high-performance YAML 1.2 parsing and emitting.

These packages are specifically designed for those who use YAML for configuration files, front matter, or data interchange. While the existing yaml package in R remains maintained for those who rely on it, yaml12 offers a modernized alternative built on a shared Rust-based core.

• Built with Rust, the R package is approximately 2x faster than the original yaml package, while the Python version (py-yaml12) has demonstrated speeds over 50x faster than default PyYAML in common benchmarks.
• By following the YAML 1.2 specification, the packages provide stricter implicit conversions.
• Both the R and Python packages share a consistent API and design philosophy, making it easier for teams working in multi-language environments to maintain the same YAML behavior.
The library is designed to preserve mapping order and handle unhandled tags gracefully, ensuring that data written back to YAML retains its original structure and intent.

Learn more about the release and its technical capabilities on the Tidyverse blog: https://lnkd.in/gXMBxzdU",https://www.linkedin.com/feed/update/urn:li:activity:7424831240676986880,Organic,,Isabella Velásquez,02/04/2026,,,All followers,21256,,,700,0.0329318791627884,300,1,15,,0.0477982684969902,
"You’re building dashboards, apps, and models in R and Python.

The hard part is figuring out how to share them efficiently and with the right level of security for each use case.

In our upcoming live webinar, we’ll break down how to choose the right publishing path for your work and explain when Connect or Connect Cloud makes the most sense based on your use case.

You’ll leave with a practical framework you can use immediately, plus clear next steps to get started fast.

📅 February 19th, 2026 12pm ET

Register now and save your seat - https://lnkd.in/eg5shP7B",https://www.linkedin.com/feed/update/urn:li:activity:7424555743980281858,Organic,,Allison Davis,02/03/2026,,,All followers,7250,,,209,0.0288275852799416,60,1,8,,0.0383448265492916,
"Announcing Fifty Releases of pointblank: A Major Milestone in Data Validation in Python!

We are pleased to announce the 50th release of pointblank for Python, a powerful framework designed to streamline data validation, profiling, and quality monitoring.

Data integrity is the cornerstone of reliable analysis. Whether you are using Polars and Pandas, you can maintain consistent validation standards across your entire organization.

• Define rigorous checks from simple range constraints to complex schema consistency using a fluent, chainable API.
• Automatically generate high-fidelity, interactive ""data quality report cards"" that turn technical validation results into clear, visual summaries.
• Set granular quality standards (warning, error, and critical levels) to trigger specific actions or alerts when data quality degrades.
• Seamlessly integrate with various data sources, including local data frames and remote databases like PostgreSQL, DuckDB, and Snowflake.

With fifty releases, we're thrilled to share that the pointblank ecosystem has matured into a stable, feature-rich solution for anyone prioritizing data governance and reproducible workflows.

Learn more about the journey to fifty releases and the future of pointblank: https://lnkd.in/gGbwqZ-m",https://www.linkedin.com/feed/update/urn:li:activity:7424467790620737537,Organic,,Isabella Velásquez,02/03/2026,,,All followers,7310,,,228,0.0311901513487101,54,6,4,,0.0399452820420265,
"More time to share your story: posit::conf(2026) Call for Talks is extended!

By popular demand, we are moving the submission deadline to Friday, February 20.

If you’ve been working on a proposal or weren't sure if your project was ""ready,"" this is your sign to apply. We’re heading to Houston, TX, this September, and we want to see how you’re pushing the boundaries of R and Python.

We are looking for 20-minute talks on a variety of topics, including:
• Solving challenging problems with open-source tools.
• Bridging the gap between R and Python teams.
• Deep dives into packages that unlock new capabilities.
• Teaching data science to new audiences.
• Reflections on code, community, and the future of our field.

Why speak at conf? We invest in our speakers. If your talk is accepted, you’ll receive professional coaching to help you polish your delivery, a complimentary conference pass, and needs-based travel assistance.

Whether you are a veteran speaker or this would be your first time on stage, your perspective is what makes this community thrive.
⏰ New Deadline: February 20, 2026 
📍Submit your proposal: https://lnkd.in/eQYebw_F
#positconf2026 #rstats #pydata #datascience #python #opensource",https://www.linkedin.com/feed/update/urn:li:activity:7424132732592484352,Organic,,Kari Du,02/02/2026,,,All followers,3549,,,49,0.0138067062944174,33,0,11,,0.0262045655399561,
"🗞️ Here's the latest edition of the Posit AI newsletter, your biweekly roundup of AI news from Posit and beyond.

This week's edition includes:

• Claude's ""constitution""
• How much electricity do coding agents use?
• Pre- and post-training

And more!

📬 Read the newsletter: https://lnkd.in/gSTcqtCp",https://www.linkedin.com/feed/update/urn:li:activity:7423027314030075904,Organic,,Isabella Velásquez,01/30/2026,,,All followers,5734,,,239,0.0416812002658844,41,0,2,,0.0491803288459778,
"🎬 Upcoming webinar on Thursday, February 26th at 1pm ET!

Your team builds sophisticated applications. The insights are ready, the business needs them. However, deployment can take months—if it happens at all...

Join BARC CEO Shawn Rogers and Posit CMO Bruno Trimouille to discover how to eliminate the structural gap between development and deployment.

You'll learn how to:
→ Accelerate deployment from months to weeks while maintaining governance standards
→ Keep the open-source flexibility your team needs while meeting IT's governance requirements
→ Deploy applications that business stakeholders can actually use—and trust
See real examples from regulated industries that cut deployment cycles while demonstrating clear ROI to leadership.

Save your spot 👉  https://lnkd.in/eKRbEx-f",https://www.linkedin.com/feed/update/urn:li:activity:7422330125087797249,Organic,,Isabel Hosley,01/28/2026,,,All followers,2166,,,38,0.0175438597798347,20,1,4,,0.02908587269485,
"🎬 Upcoming webinar on Thursday, February 26th at 1pm ET!

Your team builds sophisticated applications. The insights are ready, the business needs them. However, deployment can take months—if it happens at all...

Join BARC CEO Shawn Rogers and Posit CMO Bruno Trimouille to discover how to eliminate the structural gap between development and deployment.

You'll learn how to:
→ Accelerate deployment from months to weeks while maintaining governance standards
→ Keep the open-source flexibility your team needs while meeting IT's governance requirements
→ Deploy applications that business stakeholders can actually use—and trust
See real examples from regulated industries that cut deployment cycles while demonstrating clear ROI to leadership.

Save your spot 👉  https://lnkd.in/eKRbEx-f",https://www.linkedin.com/feed/update/urn:li:activity:7422330125087797249,Sponsored,BARC Webinar Boosted Post,Isabel Hosley,01/28/2026,02/03/2026,02/25/2026,All followers,31259,,,496,0.015867430716753,1,0,0,0,0.0163792818784714,
"🎬 Upcoming webinar on Thursday, February 26th at 1pm ET!

Your team builds sophisticated applications. The insights are ready, the business needs them. However, deployment can take months—if it happens at all...

Join BARC CEO Shawn Rogers and Posit CMO Bruno Trimouille to discover how to eliminate the structural gap between development and deployment.

You'll learn how to:
→ Accelerate deployment from months to weeks while maintaining governance standards
→ Keep the open-source flexibility your team needs while meeting IT's governance requirements
→ Deploy applications that business stakeholders can actually use—and trust
See real examples from regulated industries that cut deployment cycles while demonstrating clear ROI to leadership.

Save your spot 👉  https://lnkd.in/eKRbEx-f",https://www.linkedin.com/feed/update/urn:li:activity:7422330125087797249,Total,,Isabel Hosley,01/28/2026,,,All followers,33425,,,534,0.0159760657697916,21,1,4,0,0.0172026921063662,
"Meet querychat: A Natural Language Interface for Your Data in Shiny

We are pleased to announce querychat, a new multilingual drop-in component designed to streamline data exploration for Python and R users within the Shiny ecosystem.

While traditional dashboards rely on predefined filters, querychat allows users to interact with data using natural language, translating human questions into precise SQL queries that execute directly within the application.

In a recent walkthrough, Veerle Eeftink - van Leemput demonstrates how this tool bridges the gap between complex datasets and intuitive user interfaces. 

• Blog Post: https://lnkd.in/gt5-EFZX
• R video: https://lnkd.in/gRauvjjV
• Python video: https://lnkd.in/gdCRdBVJ

Users are no longer limited by static UI components. If a dashboard lacks a specific filter, querychat generates the necessary query on the fly to provide immediate answers.

querychat is powered by modern LLMs via the chatlas (Python) and ellmer (R) packages, supporting providers such as Anthropic, OpenAI, and Google Gemini.

Check out the blog post and videos to learn more!",https://www.linkedin.com/feed/update/urn:li:activity:7422301163859009536,Organic,,Isabella Velásquez,01/28/2026,,,All followers,21282,,,853,0.0400808192789555,335,7,28,,0.0574664026498795,
"Secure AI + Automated Management = A Win for Snowflake Teams ❄️🚀

Data scientists shouldn't have to choose between AI innovation and strict data governance. With the latest updates to the Posit Team Native App on Snowflake, you can finally have both.

We’ve introduced major upgrades to streamline your workflow:
✅  Secure AI with Snowflake Cortex: Use the Positron Assistant and Databot entirely within the Snowflake ecosystem. No data leaves the perimeter, and no external training occurs.
✅  Zero-Config Access: Forget API key sprawl. Managed credentials ""automagically"" configure your LLM backend.
✅  Automatic Upgrades: Admins can say goodbye to manual maintenance windows. Your environment stays up-to-date automatically.
✅  Smart Cost Control: New inactivity suspension and programmatic start/stop tasks help you slash compute spend by ensuring you only pay for what you use.

The best part? You can try it yourself right now. We’ve launched self-service trials. Download the Native App on the Snowflake Marketplace and start your 30-day trial today (no sales call required!). ➡ https://lnkd.in/gKETinnc 

➡ Read the full announcement here: https://lnkd.in/g9nUGbYn

#Snowflake #GenerativeAI #Python #RStats #Posit",https://www.linkedin.com/feed/update/urn:li:activity:7421962669194256384,Organic,,Marissa Pierce,01/27/2026,,,All followers,3491,,,42,0.0120309367775917,30,0,17,,0.0254941284656525,
"Still building Databricks pipelines in a browser? 🛑

Don't miss our live demo walkthrough on January 28th at 11:00 AM ET with Senior Product Manager James Blair, who will show you a ""data-first"" IDE approach for Databricks. 

We’re showing how Positron bridges the gap between exploration and production engineering with:
✅ Context-aware AI features. 
✅ Integrated Catalog Explorer. 
✅ Professional-grade testing and deployment tools.

Save your spot now: https://lnkd.in/gYesP_6Y

#AI #DataScience #Databricks #Posit
",https://www.linkedin.com/feed/update/urn:li:activity:7421616670449823745,Organic,,Marissa Pierce,01/26/2026,,,All followers,3109,,,64,0.0205853972584009,24,0,2,,0.0289482157677412,
"Your data science team's models are ready. But are they reaching production?

New BARC research shows why nearly half of organizations struggle to deploy data science applications—and how leaders are eliminating the bottleneck.

The problem isn't technical skill. It's the structural gap between open-source innovation and enterprise governance.

This Spotlight reveals: 
→ How to accelerate deployment while maintaining compliance 
→ Why purpose-built applications deliver higher ROI than dashboards 
→ Real examples from NASA and regulated industries

🔎 For data science and IT leaders balancing speed with control.

Download the research: https://lnkd.in/gAtm_sXX

#DataScience #MLOps #DataGovernance #EnterpriseAnalytics",https://www.linkedin.com/feed/update/urn:li:activity:7421556406727831552,Organic,,Isabel Hosley,01/26/2026,,,All followers,2161,,,39,0.0180472005158663,14,0,3,,0.025913929566741,
"Two weeks left to claim your spot on the stage! 🎤

The deadline for posit::conf(2026) talk proposals is fast approaching. We want to hear your stories about R package development, scaling Python workflows, navigating the open-source landscape, or any other topic you think the community would love.

Can’t join us in Houston? We still want to hear from you. We are also hosting a dedicated virtual track. This is a fantastic way to share your expertise with a global audience and gain exposure across the data science community, even if you can't attend and speak in person.

As a reminder, all accepted speakers receive:
• Professional Coaching: Work with a pro to refine your story and delivery.
• Full Access: A complimentary pass to the entire conference.
• Travel Support: Assistance with flight and lodging for in-person speakers.

Don't let that ""draft"" stay a draft! Submit your 20-minute proposal by February 6.
📅 Event: Sept 14–16, 2026 | Houston, TX ⏰ Deadline: Feb 6, 2026
Apply here: https://lnkd.in/eJBj6HyA
#positconf2026 #rstats #pydata #datascience #python #opensource",https://www.linkedin.com/feed/update/urn:li:activity:7420588357904240642,Organic,,Kari Du,01/23/2026,,,All followers,4174,,,53,0.0126976519823074,17,1,4,,0.017968375235796,
